gene_id,assigned_peaks
si:dkeyp-57d7.4,"['1-9222300-9222912', '1-9225589-9226328', '1-9226611-9226852', '1-9227125-9227388', '1-9229917-9230252', '1-9230970-9232116', '1-9233041-9235315', '1-9239740-9240272', '1-9240913-9241364']"
zgc:136472,"['1-9240913-9241364', '1-9243643-9244327', '1-9246142-9246428', '1-9246629-9246940', '1-9246942-9247163', '1-9247800-9248025', '1-9248973-9250071', '1-9253239-9254314', '1-9254816-9255769', '1-9258346-9259233']"
ubn1,"['1-9270018-9270308', '1-9272879-9273232', '1-9274178-9274686', '1-9275826-9276715', '1-9277691-9278127', '1-9279873-9280710', '1-9282218-9283574', '1-9283947-9284413', '1-9286240-9287113']"
uncx4.1,"['1-9282218-9283574', '1-9283947-9284413', '1-9286240-9287113', '1-9287972-9288619', '1-9289455-9290391', '1-9290955-9291679', '1-9292049-9292306', '1-9292832-9293566', '1-9294168-9294877', '1-9295330-9296036', '1-9296861-9297857', '1-9297994-9298931']"
micall2b,"['1-9476495-9477194', '1-9477392-9477620', '1-9478340-9479438', '1-9482353-9483414', '1-9485324-9486294', '1-9486580-9486971', '1-9488991-9489552', '1-9490390-9491279', '1-9491651-9492476', '1-9494662-9495035', '1-9495169-9495368']"
elfn1b,"['1-9548094-9548384', '1-9548477-9549406', '1-9550763-9551283', '1-9551445-9551670', '1-9553410-9553805', '1-9556868-9558623', '1-9562244-9563274', '1-9564319-9565160', '1-9565467-9565672', '1-9566631-9567040']"
ugt5b5,"['1-9620277-9621447', '1-9622440-9623425', '1-9626037-9626302', '1-9627025-9627321', '1-9628355-9628874', '1-9632426-9633002', '1-9633491-9634884', '1-9636561-9636890', '1-9637037-9637627']"
ugt5b4,"['1-9643207-9644203', '1-9644933-9645132', '1-9645589-9646007', '1-9646069-9647118', '1-9651559-9653014', '1-9655375-9655574', '1-9656785-9658145', '1-9658254-9658740', '1-9659403-9660040']"
ugt5b2,"['1-9643207-9644203', '1-9644933-9645132', '1-9645589-9646007', '1-9646069-9647118', '1-9651559-9653014', '1-9655375-9655574', '1-9656785-9658145', '1-9658254-9658740', '1-9659403-9660040']"
ugt5b1,"['1-9643207-9644203', '1-9644933-9645132', '1-9645589-9646007', '1-9646069-9647118', '1-9651559-9653014', '1-9655375-9655574', '1-9656785-9658145', '1-9658254-9658740', '1-9659403-9660040']"
mad1l1,"['1-9850275-9850490', '1-9850948-9851566', '1-9855521-9856436', '1-9857847-9858715', '1-9858854-9859131', '1-9859414-9860874', '1-9861853-9862605', '1-9862856-9863726', '1-9865895-9866814', '1-9867035-9867268', '1-9867513-9868019']"
pmm2,"['1-9850948-9851566', '1-9855521-9856436', '1-9857847-9858715', '1-9858854-9859131', '1-9859414-9860874', '1-9861853-9862605', '1-9862856-9863726', '1-9865895-9866814', '1-9867035-9867268', '1-9867513-9868019']"
rgs11,"['1-9877093-9877581', '1-9879063-9880489', '1-9880810-9881370', '1-9883167-9883501', '1-9884685-9885512', '1-9886346-9887079', '1-9889034-9889440', '1-9890199-9890575', '1-9892134-9892659', '1-9895858-9896428']"
pgap6,"['1-9931751-9932142', '1-9933417-9933698', '1-9934421-9934887', '1-9936752-9936970', '1-9939839-9941813', '1-9943400-9943748', '1-9946304-9946996', '1-9949973-9950652']"
pdia2,"['1-9946304-9946996', '1-9949973-9950652', '1-9952192-9953832', '1-9954189-9954673', '1-9955802-9956001', '1-9956545-9956898', '1-9958144-9958979', '1-9960356-9960831', '1-9961355-9961741', '1-9962273-9962570', '1-9962825-9963400']"
si:dkeyp-75b4.8,"['1-9956545-9956898', '1-9958144-9958979', '1-9960356-9960831', '1-9961355-9961741', '1-9962273-9962570', '1-9962825-9963400', '1-9967540-9967869', '1-9968373-9968836', '1-9969040-9969455', '1-9970187-9970525', '1-9970823-9971674']"
trim2b,"['1-9994517-9994851', '1-9998425-9999179', '1-9999962-10000789', '1-10001155-10001865', '1-10002184-10002402', '1-10002648-10003826', '1-10005288-10005693', '1-10006352-10007249', '1-10008501-10009230', '1-10010201-10010595', '1-10011131-10011469']"
rnf175,"['1-10041499-10041988', '1-10043622-10044032', '1-10046660-10046894', '1-10047423-10049104', '1-10053031-10053535', '1-10054822-10055190', '1-10057331-10058015']"
fgb,"['1-10043622-10044032', '1-10046660-10046894', '1-10047423-10049104', '1-10053031-10053535', '1-10054822-10055190', '1-10057331-10058015', '1-10058794-10059152', '1-10059774-10059981']"
fga,"['1-10062025-10062640', '1-10063112-10063311', '1-10066237-10066993', '1-10067140-10068067', '1-10069497-10070162', '1-10072133-10072332', '1-10072650-10072904', '1-10073841-10074101', '1-10074269-10075165', '1-10077710-10078313', '1-10079120-10080225']"
lratb.1,"['1-10066237-10066993', '1-10067140-10068067', '1-10069497-10070162', '1-10072133-10072332', '1-10072650-10072904', '1-10073841-10074101', '1-10074269-10075165', '1-10077710-10078313', '1-10079120-10080225', '1-10081372-10081980', '1-10082022-10082936', '1-10083961-10084529']"
lratb.2,"['1-10108457-10109303', '1-10109776-10110887', '1-10112429-10112971', '1-10114802-10115758', '1-10116493-10116872', '1-10118006-10119071', '1-10122126-10123058', '1-10123499-10124323', '1-10125233-10126448', '1-10127011-10127287', '1-10127414-10128019']"
rbm46,"['1-10118006-10119071', '1-10122126-10123058', '1-10123499-10124323', '1-10125233-10126448', '1-10127011-10127287', '1-10127414-10128019', '1-10128793-10129664', '1-10130524-10131420', '1-10133137-10134007']"
npy2rl,"['1-10212993-10213214', '1-10213673-10214679', '1-10217436-10217919', '1-10219856-10220188', '1-10221467-10222056', '1-10222513-10223536', '1-10226413-10226612', '1-10227355-10227933', '1-10229384-10230238']"
eif3f,"['1-10287779-10288193', '1-10288951-10289380', '1-10289546-10289915', '1-10293272-10293764', '1-10294851-10295274', '1-10296291-10297545', '1-10301154-10301997', '1-10302123-10302991', '1-10305186-10306243']"
zgc:77880,"['1-10296291-10297545', '1-10301154-10301997', '1-10302123-10302991', '1-10305186-10306243', '1-10308045-10308244', '1-10308705-10309040', '1-10311195-10311557', '1-10314117-10315076']"
pip4p1b,"['1-10308705-10309040', '1-10311195-10311557', '1-10314117-10315076', '1-10317656-10318638', '1-10319790-10320286', '1-10321158-10321912', '1-10321967-10322763', '1-10325132-10325517']"
dachb,"['1-10369006-10369533', '1-10371009-10371369', '1-10373768-10374295', '1-10375951-10376161', '1-10376645-10376956', '1-10377376-10377687', '1-10378055-10379310', '1-10381197-10382219', '1-10382963-10383164', '1-10383355-10384240', '1-10384829-10385537', '1-10388133-10388530']"
cnpy3,"['1-10465809-10466157', '1-10466744-10467602', '1-10468110-10468825', '1-10472593-10473805', '1-10475115-10475605', '1-10476581-10477513', '1-10478498-10478862']"
trpc5a,"['1-10611560-10612166', '1-10614839-10615602', '1-10616036-10617087', '1-10618879-10619266', '1-10619591-10620645', '1-10621041-10621362', '1-10621631-10622124', '1-10625178-10625481', '1-10626255-10626682']"
zgc:174945,"['1-10632059-10632646', '1-10632919-10633439', '1-10633904-10635428', '1-10636685-10637566', '1-10640170-10641010', '1-10641327-10641526', '1-10642450-10642841', '1-10643828-10644381', '1-10645885-10646208', '1-10646561-10647204']"
si:dkey-31e10.1,"['1-10640170-10641010', '1-10641327-10641526', '1-10642450-10642841', '1-10643828-10644381', '1-10645885-10646208', '1-10646561-10647204']"
si:dkey-31e10.5,"['1-10664042-10664274', '1-10664795-10665062', '1-10665654-10666584', '1-10667118-10668068', '1-10668158-10668362', '1-10668585-10670191', '1-10671665-10672007', '1-10675424-10675955', '1-10676739-10677400', '1-10677914-10678125']"
atp1b1b,"['1-10712778-10713046', '1-10713641-10714012', '1-10715670-10716559', '1-10719781-10720819', '1-10721301-10721674', '1-10724095-10724342', '1-10724980-10725430', '1-10727563-10728185', '1-10728324-10728957']"
crfb15,"['1-10812411-10813055', '1-10813141-10813996', '1-10816069-10816531', '1-10819060-10819452', '1-10819691-10821714', '1-10826352-10826839', '1-10826964-10827177', '1-10827622-10828105', '1-10828405-10828792', '1-10829535-10829766', '1-10830047-10830683']"
dmd,"['1-11065802-11066414', '1-11068008-11068207', '1-11069079-11069513', '1-11072392-11072930', '1-11075174-11075865', '1-11076357-11077337', '1-11080815-11081048', '1-11081186-11081811', '1-11082351-11082725', '1-11083816-11084294']"
knl1,"['1-11097955-11098614', '1-11099589-11101505', '1-11101525-11102046', '1-11102825-11103803', '1-11106449-11108002', '1-11112721-11113270', '1-11113614-11114497', '1-11114993-11115903']"
knstrn,"['1-11097955-11098614', '1-11099589-11101505', '1-11101525-11102046', '1-11102825-11103803', '1-11106449-11108002', '1-11112721-11113270', '1-11113614-11114497', '1-11114993-11115903', '1-11117245-11117567']"
sdk1b,"['1-11506022-11509367', '1-11511531-11512401', '1-11514244-11514443', '1-11515837-11516253', '1-11517963-11518656']"
brat1,"['1-11679805-11680343', '1-11680805-11681378', '1-11681749-11682145', '1-11682725-11683660', '1-11685133-11685996', '1-11686977-11687813', '1-11688466-11690516', '1-11695007-11695281', '1-11695679-11695973', '1-11697272-11697993']"
eif3bb,"['1-11680805-11681378', '1-11681749-11682145', '1-11682725-11683660', '1-11685133-11685996', '1-11686977-11687813', '1-11688466-11690516', '1-11695007-11695281', '1-11695679-11695973', '1-11697272-11697993', '1-11698826-11699635']"
si:dkey-26i13.8,"['1-11705512-11706260', '1-11706315-11706552', '1-11707301-11707786', '1-11708606-11709374', '1-11710804-11711784', '1-11712325-11712579', '1-11718319-11718608', '1-11718753-11719170', '1-11719470-11719669']"
chst12b.1,"['1-11725169-11725795', '1-11726177-11726543', '1-11728921-11729192', '1-11729900-11730777', '1-11736726-11737551', '1-11737717-11737958', '1-11738508-11738726', '1-11739080-11739325', '1-11739753-11740632', '1-11741224-11741605', '1-11742317-11743009', '1-11744322-11744646']"
ttyh3b,"['1-11841536-11841823', '1-11842335-11843111', '1-11843658-11844972', '1-11846332-11847130', '1-11848783-11850526', '1-11852596-11853884', '1-11856492-11857280']"
iqce,"['1-11872186-11873224', '1-11873610-11874000', '1-11877734-11878977', '1-11879790-11880196', '1-11880992-11881681', '1-11882239-11882580', '1-11887606-11888798']"
snx8b,"['1-11872186-11873224', '1-11873610-11874000', '1-11877734-11878977', '1-11879790-11880196', '1-11880992-11881681', '1-11882239-11882580', '1-11887606-11888798', '1-11889063-11889649']"
grk4,"['1-11964787-11965446', '1-11966621-11967097', '1-11972183-11973729', '1-11976897-11977952', '1-11979493-11979698', '1-11980717-11981737']"
tspan5b,"['1-11972183-11973729', '1-11976897-11977952', '1-11979493-11979698', '1-11980717-11981737', '1-11983109-11983544', '1-11984011-11984252', '1-11985669-11986447']"
slc24a2,"['1-12000497-12001087', '1-12002512-12003704', '1-12007241-12008089', '1-12009413-12009781', '1-12012699-12012945', '1-12014363-12016266', '1-12016465-12016812', '1-12017971-12018366']"
saraf,"['1-12040609-12041057', '1-12041650-12042021', '1-12042571-12043027', '1-12044563-12045418', '1-12045918-12046537', '1-12048885-12049556', '1-12051294-12052062', '1-12053606-12055113', '1-12056031-12056273', '1-12057192-12057868']"
pla2g12a,"['1-12056031-12056273', '1-12057192-12057868', '1-12059072-12059999', '1-12063649-12065139', '1-12065265-12066073', '1-12066498-12066947', '1-12068216-12068854', '1-12069308-12069596', '1-12070345-12070601', '1-12071545-12072115']"
xpa,"['1-12059072-12059999', '1-12063649-12065139', '1-12065265-12066073', '1-12066498-12066947', '1-12068216-12068854', '1-12069308-12069596', '1-12070345-12070601', '1-12071545-12072115', '1-12075211-12075837', '1-12076912-12077491']"
mttp,"['1-12117894-12118469', '1-12120650-12121420', '1-12122347-12122588', '1-12123383-12123582', '1-12124184-12124824', '1-12126110-12126801', '1-12129796-12130336', '1-12130462-12130661', '1-12134082-12135500']"
spink4,"['1-12126110-12126801', '1-12129796-12130336', '1-12130462-12130661', '1-12134082-12135500', '1-12136876-12137528', '1-12138071-12138551', '1-12141380-12141815']"
b4galt1,"['1-12151250-12151627', '1-12151925-12152486', '1-12155628-12156352', '1-12159727-12161290', '1-12163484-12164056', '1-12164342-12165408', '1-12167414-12168108', '1-12168310-12168527', '1-12170235-12170939']"
stra6l,"['1-12163484-12164056', '1-12164342-12165408', '1-12167414-12168108', '1-12168310-12168527', '1-12170235-12170939', '1-12171573-12172347', '1-12173520-12174059', '1-12174370-12175318', '1-12175589-12175788', '1-12176428-12177470', '1-12178318-12179063', '1-12180116-12180343', '1-12180702-12181125']"
tdrd7a,"['1-12186258-12186509', '1-12188012-12188658', '1-12189452-12190612', '1-12193421-12193636', '1-12194080-12195798', '1-12196750-12197132', '1-12199223-12199757', '1-12200908-12201120', '1-12203407-12204080']"
tmod1,"['1-12226217-12226790', '1-12227333-12228786', '1-12231285-12231630', '1-12231815-12232216', '1-12233147-12233455', '1-12234174-12235104', '1-12237544-12237795']"
gne,"['1-12285379-12285800', '1-12288219-12288534', '1-12291383-12292132', '1-12292784-12293445', '1-12294851-12295528', '1-12298156-12299204', '1-12301165-12302653']"
nansa,"['1-12326534-12327667', '1-12329407-12330286', '1-12331698-12332006', '1-12332287-12333246', '1-12334631-12334967', '1-12335395-12336302', '1-12337243-12337560', '1-12338102-12338829', '1-12341644-12342187', '1-12342430-12342651', '1-12343117-12343908', '1-12344105-12345008']"
clta,"['1-12341644-12342187', '1-12342430-12342651', '1-12343117-12343908', '1-12344105-12345008', '1-12347600-12349018', '1-12349216-12349441', '1-12354904-12355370', '1-12356137-12356781']"
sclt1,"['1-12387689-12388243', '1-12388902-12389173', '1-12390226-12391145', '1-12393264-12394844', '1-12399358-12400053', '1-12400882-12401133', '1-12401141-12402163', '1-12403232-12403820']"
pcdh10a,"['1-12755099-12755394', '1-12756793-12758058', '1-12762823-12766357', '1-12766984-12767298', '1-12767637-12768045', '1-12769932-12770633', '1-12770975-12771444']"
pcdh18a,"['1-13261788-13262328', '1-13263620-13263933', '1-13264696-13265511', '1-13267375-13267895', '1-13267958-13268513', '1-13269714-13270255', '1-13270429-13271240', '1-13272675-13274773', '1-13275411-13276428', '1-13277475-13278363', '1-13279076-13279605']"
noctb,"['1-13924755-13925070', '1-13925531-13926061', '1-13926282-13926864', '1-13930448-13931633', '1-13931892-13932329', '1-13932417-13933384', '1-13936617-13937589', '1-13938989-13939412']"
elf2b,"['1-13981771-13982439', '1-13984018-13984938', '1-13987961-13989696', '1-13996293-13997097', '1-13997846-13999162']"
hpf1,"['1-14012005-14012639', '1-14012801-14013073', '1-14013341-14013695', '1-14014160-14014954', '1-14015939-14016712', '1-14018547-14019358', '1-14019461-14019815', '1-14019970-14021373', '1-14022221-14022557', '1-14022733-14023129', '1-14025596-14026514', '1-14027260-14027944', '1-14028419-14029818']"
ank2a,"['1-14019461-14019815', '1-14019970-14021373', '1-14022221-14022557', '1-14022733-14023129', '1-14025596-14026514', '1-14027260-14027944', '1-14028419-14029818', '1-14030888-14031885', '1-14033135-14034026', '1-14035276-14035914', '1-14037784-14038176', '1-14038683-14038930']"
camk2d2,"['1-14225061-14225316', '1-14226311-14227385', '1-14229668-14230518', '1-14232902-14234212', '1-14235867-14236866', '1-14239783-14240074', '1-14240465-14241248', '1-14242156-14243350']"
cxcl8a,"['1-14243978-14244444', '1-14244775-14246234', '1-14250900-14251605', '1-14251729-14252087', '1-14252873-14253611', '1-14256357-14256643', '1-14257183-14257984', '1-14259756-14259970', '1-14260543-14261860']"
pde5aa,"['1-14267408-14268320', '1-14270107-14270535', '1-14273039-14273945', '1-14276322-14277283', '1-14278926-14279610', '1-14281996-14282283', '1-14282980-14284664']"
ppp2r2ca,"['1-14276322-14277283', '1-14278926-14279610', '1-14281996-14282283', '1-14282980-14284664', '1-14287679-14287889', '1-14288066-14288265', '1-14288373-14288624', '1-14289768-14290325', '1-14291996-14292728', '1-14292895-14293116']"
wfs1a,"['1-14330139-14330602', '1-14337432-14337979', '1-14339216-14340034', '1-14341260-14341696', '1-14342965-14343765', '1-14345412-14345873', '1-14345955-14346249', '1-14346489-14346946', '1-14347905-14349264']"
crmp1,"['1-14337432-14337979', '1-14339216-14340034', '1-14341260-14341696', '1-14342965-14343765', '1-14345412-14345873', '1-14345955-14346249', '1-14346489-14346946', '1-14347905-14349264', '1-14351504-14351703']"
fip1l1b,"['1-14375914-14376146', '1-14378221-14379086', '1-14382451-14384097', '1-14387326-14387771', '1-14389944-14390450', '1-14391061-14391428', '1-14391777-14392663']"
chic2,"['1-14397147-14397961', '1-14398440-14399031', '1-14400177-14400597', '1-14402757-14403649', '1-14405197-14406670', '1-14408044-14408912', '1-14411523-14412457', '1-14414100-14414422', '1-14415037-14415818']"
slc34a2a,"['1-14425136-14425428', '1-14426138-14427070', '1-14430088-14431031', '1-14431463-14431724', '1-14432046-14432736', '1-14434557-14434790', '1-14436186-14436708', '1-14438030-14438721', '1-14438963-14439179', '1-14441654-14442332']"
rbpja,"['1-14448247-14448499', '1-14452032-14452873', '1-14453352-14455244', '1-14460017-14460438']"
stim2a,"['1-14460017-14460438', '1-14464239-14467040', '1-14468118-14468965', '1-14471070-14471377', '1-14471806-14472100', '1-14472636-14473614']"
si:dkey-194g4.1,"['1-14497513-14498422', '1-14498644-14499017', '1-14502754-14502965', '1-14506402-14507914', '1-14508670-14508972', '1-14511344-14511838', '1-14512272-14512495', '1-14516632-14517033']"
pcdh7a,"['1-15129480-15129875', '1-15130139-15130800', '1-15135927-15136832', '1-15137784-15139071', '1-15141911-15142852', '1-15143933-15144959', '1-15145528-15145727', '1-15146499-15147137']"
itln1,"['1-15209708-15210149', '1-15210441-15211154', '1-15211736-15212211', '1-15212714-15213022', '1-15213906-15214451', '1-15214961-15215357', '1-15219053-15219374', '1-15220018-15220478', '1-15220789-15221296']"
hgsnat,"['1-15219053-15219374', '1-15220018-15220478', '1-15220789-15221296', '1-15225703-15227496', '1-15228274-15229078', '1-15230057-15230773', '1-15233148-15233389', '1-15235537-15236240']"
pi4k2b,"['1-15250188-15250729', '1-15251908-15252738', '1-15254109-15255093', '1-15255442-15255684', '1-15258124-15259639', '1-15261060-15261909', '1-15261994-15262742', '1-15263878-15264203', '1-15264594-15265030', '1-15265507-15266127', '1-15266690-15267131']"
dlc1,"['1-15527008-15527280', '1-15527376-15527982', '1-15529759-15529984', '1-15533357-15533556', '1-15534715-15535036', '1-15535182-15535694', '1-15536966-15537207', '1-15537754-15538666', '1-15539352-15540005', '1-15540608-15541131', '1-15543151-15543520']"
tusc3,"['1-16065228-16065678', '1-16065866-16066527', '1-16069660-16069893', '1-16071752-16072423', '1-16073401-16074384', '1-16075858-16076350', '1-16078445-16078771', '1-16078899-16079562', '1-16080330-16080531']"
fgf20a,"['1-16385316-16386124', '1-16386483-16386885', '1-16387811-16388326', '1-16389936-16390878', '1-16392730-16393479', '1-16394053-16395232', '1-16395785-16396121', '1-16396778-16397753', '1-16398802-16399762', '1-16403453-16403689', '1-16404051-16404250']"
