gene_id,assigned_peaks
dre-mir-20a,"['1-3280745-3280962', '1-3281375-3282282', '1-3284265-3284767', '1-3285089-3285994', '1-3288149-3288971', '1-3290777-3291364', '1-3294885-3296077', '1-3296700-3296904', '1-3297416-3297715', '1-3297960-3300044', '1-3301604-3302667', '1-3305516-3306577', '1-3308034-3309068', '1-3311408-3311786', '1-3313135-3314726', '1-3315228-3315636']"
dre-mir-19a,"['1-3280745-3280962', '1-3281375-3282282', '1-3284265-3284767', '1-3285089-3285994', '1-3288149-3288971', '1-3290777-3291364', '1-3294885-3296077', '1-3296700-3296904', '1-3297416-3297715', '1-3297960-3300044', '1-3301604-3302667', '1-3305516-3306577', '1-3308034-3309068', '1-3311408-3311786', '1-3313135-3314726', '1-3315228-3315636']"
slitrk6,"['1-4082405-4082915', '1-4083268-4084283', '1-4085460-4086118', '1-4087601-4088059', '1-4089205-4089597', '1-4090502-4090784', '1-4091219-4091461', '1-4091606-4092085', '1-4092921-4093463', '1-4093827-4094279', '1-4096628-4096905', '1-4097350-4097804', '1-4098890-4099610', '1-4101001-4102471']"
spry2,"['1-5254459-5255156', '1-5255305-5255504', '1-5256125-5256873', '1-5257075-5258336', '1-5260640-5261740', '1-5262084-5262343', '1-5262466-5263008', '1-5264612-5265473', '1-5265811-5266149', '1-5268057-5269190', '1-5271229-5272185', '1-5273058-5274182', '1-5274439-5274723', '1-5275530-5276671', '1-5277540-5277757', '1-5278119-5278346', '1-5278707-5279580', '1-5281274-5282099', '1-5283973-5284470', '1-5286066-5286480', '1-5289479-5290171', '1-5290605-5290940', '1-5292253-5292567']"
ndfip2,"['1-5375159-5375381', '1-5378753-5379109', '1-5379688-5380025', '1-5380630-5381856', '1-5382804-5383461', '1-5384946-5385762', '1-5385945-5386668', '1-5388435-5389049', '1-5393532-5394875', '1-5396216-5396628', '1-5398624-5400175', '1-5402005-5403386', '1-5407319-5408377', '1-5408685-5409388', '1-5409732-5410036', '1-5410210-5410964', '1-5414002-5414713']"
tuba8l2,"['1-5382804-5383461', '1-5384946-5385762', '1-5385945-5386668', '1-5388435-5389049', '1-5393532-5394875', '1-5396216-5396628', '1-5398624-5400175', '1-5402005-5403386', '1-5407319-5408377', '1-5408685-5409388', '1-5409732-5410036', '1-5410210-5410964', '1-5414002-5414713', '1-5415283-5416058', '1-5418063-5418904']"
stk16,"['1-5407319-5408377', '1-5408685-5409388', '1-5409732-5410036', '1-5410210-5410964', '1-5414002-5414713', '1-5415283-5416058', '1-5418063-5418904', '1-5421862-5422948', '1-5425220-5425722', '1-5426513-5427275', '1-5429539-5430023', '1-5430149-5430910', '1-5431117-5431497', '1-5433113-5433927', '1-5436713-5438120', '1-5438711-5439165', '1-5439633-5439958', '1-5440978-5441415']"
mnx2b,"['1-5436713-5438120', '1-5438711-5439165', '1-5439633-5439958', '1-5440978-5441415', '1-5442461-5443500', '1-5444282-5445368', '1-5445905-5446794', '1-5449666-5450210', '1-5452334-5453196', '1-5453323-5453937', '1-5454908-5455915', '1-5456870-5458088', '1-5458838-5459849', '1-5462074-5462787', '1-5462874-5463773', '1-5465437-5466133', '1-5466345-5466553', '1-5467344-5468734', '1-5470259-5471180', '1-5472889-5473335']"
atic,"['1-5466345-5466553', '1-5467344-5468734', '1-5470259-5471180', '1-5472889-5473335', '1-5475258-5476162', '1-5477917-5479805', '1-5480956-5481282', '1-5481479-5481909', '1-5483418-5486125', '1-5486863-5487612', '1-5489903-5490519', '1-5491713-5492336', '1-5492946-5493620', '1-5494735-5495640', '1-5496430-5496630', '1-5496792-5498082', '1-5500314-5501207', '1-5501527-5503928']"
fn1b,"['1-5523862-5524570', '1-5525274-5526026', '1-5526520-5527327', '1-5527369-5527963', '1-5528586-5529671', '1-5530670-5531024', '1-5532182-5532403', '1-5532703-5532974', '1-5534374-5534798', '1-5534993-5535192', '1-5536437-5537153', '1-5537334-5538259', '1-5540322-5541281', '1-5542320-5543298', '1-5544296-5545109', '1-5545334-5546163', '1-5547330-5547772', '1-5547895-5548482', '1-5548792-5549199', '1-5551042-5551394', '1-5551606-5552736', '1-5553268-5553752', '1-5554002-5554541', '1-5556440-5556744', '1-5557964-5558573', '1-5560259-5561093', '1-5561656-5561941']"
cpo,"['1-5556440-5556744', '1-5557964-5558573', '1-5560259-5561093', '1-5561656-5561941', '1-5562263-5563093', '1-5563611-5564046', '1-5564344-5565016', '1-5565422-5566268', '1-5568050-5568895', '1-5569305-5570642', '1-5570835-5571597', '1-5573192-5573952', '1-5574349-5575145', '1-5575813-5576157', '1-5576560-5577047', '1-5578372-5578739', '1-5579512-5580334', '1-5581053-5581939', '1-5584166-5584773', '1-5586182-5586527', '1-5586699-5587104', '1-5588250-5588760', '1-5590066-5590695', '1-5591209-5592267', '1-5593367-5593766', '1-5593928-5594715']"
nrp2a,"['1-5726117-5726846', '1-5727719-5728701', '1-5730038-5730948', '1-5732928-5733198', '1-5733294-5734204', '1-5735489-5736233', '1-5739081-5740146', '1-5741540-5742415', '1-5742865-5743347', '1-5743765-5744467', '1-5744971-5746372', '1-5748377-5748890', '1-5751502-5752197', '1-5754664-5755551', '1-5756503-5756990', '1-5757520-5758175', '1-5759212-5759629', '1-5761225-5762169', '1-5763005-5764076']"
pard3ba,"['1-6066606-6067104', '1-6068189-6068720', '1-6069071-6069673', '1-6072576-6072953', '1-6073635-6074192', '1-6074595-6075096', '1-6076596-6078136', '1-6079283-6079588', '1-6081580-6082479', '1-6083063-6083294', '1-6083539-6083845', '1-6084101-6085853', '1-6089924-6090222', '1-6090288-6090591', '1-6091401-6092316', '1-6093263-6093867', '1-6094632-6095481', '1-6095542-6096241', '1-6096921-6097214', '1-6099033-6100384', '1-6101105-6101571', '1-6102256-6103186', '1-6103852-6104782']"
abcb6a,"['1-6117023-6117870', '1-6118522-6119184', '1-6119587-6120560', '1-6121514-6121893', '1-6123867-6125136', '1-6127027-6127969', '1-6128929-6129304', '1-6130632-6131044', '1-6131483-6131921', '1-6132172-6132677', '1-6134280-6135464', '1-6137495-6138103', '1-6139668-6140145', '1-6142889-6143414', '1-6144140-6145003', '1-6146426-6146853', '1-6147922-6148493', '1-6148765-6149324', '1-6151353-6151675', '1-6152297-6152711', '1-6152755-6153096', '1-6153292-6154008']"
cnppd1,"['1-6142889-6143414', '1-6144140-6145003', '1-6146426-6146853', '1-6147922-6148493', '1-6148765-6149324', '1-6151353-6151675', '1-6152297-6152711', '1-6152755-6153096', '1-6153292-6154008', '1-6156636-6157642', '1-6157793-6158738', '1-6160924-6163015', '1-6164396-6164704', '1-6165063-6165508', '1-6168047-6168821', '1-6168983-6169502', '1-6170790-6172073', '1-6175641-6175971', '1-6177223-6177675', '1-6178564-6179786']"
prkag3a,"['1-6152297-6152711', '1-6152755-6153096', '1-6153292-6154008', '1-6156636-6157642', '1-6157793-6158738', '1-6160924-6163015', '1-6164396-6164704', '1-6165063-6165508', '1-6168047-6168821', '1-6168983-6169502', '1-6170790-6172073', '1-6175641-6175971', '1-6177223-6177675', '1-6178564-6179786', '1-6182194-6182704', '1-6182778-6183520', '1-6184398-6185349', '1-6185953-6186794', '1-6186944-6187531', '1-6187976-6188186', '1-6188384-6188809', '1-6189451-6190637']"
retreg2,"['1-6170790-6172073', '1-6175641-6175971', '1-6177223-6177675', '1-6178564-6179786', '1-6182194-6182704', '1-6182778-6183520', '1-6184398-6185349', '1-6185953-6186794', '1-6186944-6187531', '1-6187976-6188186', '1-6188384-6188809', '1-6189451-6190637', '1-6192033-6192717', '1-6195965-6196430', '1-6196467-6197042', '1-6198288-6199535', '1-6201314-6201740', '1-6201908-6202783', '1-6203843-6204454', '1-6205336-6205694', '1-6208263-6208689']"
mdh1b,"['1-6205336-6205694', '1-6208263-6208689', '1-6209311-6210273', '1-6211237-6212111', '1-6213310-6214241', '1-6215374-6215915', '1-6216713-6217283', '1-6219549-6221004', '1-6221579-6222466', '1-6223888-6224711', '1-6225163-6226725', '1-6227028-6227409', '1-6231013-6231260', '1-6232284-6232721', '1-6234305-6234840', '1-6235351-6235645', '1-6238163-6238924', '1-6239562-6240461', '1-6240789-6241618', '1-6243395-6244576']"
fastkd2,"['1-6203843-6204454', '1-6205336-6205694', '1-6208263-6208689', '1-6209311-6210273', '1-6211237-6212111', '1-6213310-6214241', '1-6215374-6215915', '1-6216713-6217283', '1-6219549-6221004', '1-6221579-6222466', '1-6223888-6224711', '1-6225163-6226725', '1-6227028-6227409', '1-6231013-6231260', '1-6232284-6232721', '1-6234305-6234840', '1-6235351-6235645', '1-6238163-6238924', '1-6239562-6240461', '1-6240789-6241618']"
gtf3c3,"['1-6225163-6226725', '1-6227028-6227409', '1-6231013-6231260', '1-6232284-6232721', '1-6234305-6234840', '1-6235351-6235645', '1-6238163-6238924', '1-6239562-6240461', '1-6240789-6241618', '1-6243395-6244576', '1-6244860-6245479', '1-6246930-6247306', '1-6247758-6248702', '1-6250106-6250362', '1-6251503-6252336', '1-6252546-6253624', '1-6254508-6255325', '1-6256658-6257050', '1-6258382-6258592', '1-6258715-6259543', '1-6259926-6260324', '1-6261901-6262257', '1-6262591-6263734']"
hecw2b,"['1-6288110-6288541', '1-6289470-6290032', '1-6292798-6293326', '1-6294235-6294783', '1-6294934-6295356', '1-6298536-6299409', '1-6299824-6300023', '1-6301210-6301594', '1-6303658-6304626', '1-6305446-6305666', '1-6306308-6307581', '1-6308010-6308372', '1-6311292-6311687', '1-6312042-6312241', '1-6312578-6312909', '1-6313702-6314366', '1-6315686-6316027', '1-6317125-6317679', '1-6317916-6318135', '1-6318383-6319034', '1-6320393-6320633', '1-6321764-6322403', '1-6323675-6324058', '1-6324552-6324759']"
klf7a,"['1-6474758-6475687', '1-6475970-6476614', '1-6479039-6479613', '1-6483435-6484556', '1-6485998-6486826', '1-6489486-6490362', '1-6490602-6491412', '1-6493112-6494785', '1-6495901-6496669', '1-6496738-6497325', '1-6499376-6500123', '1-6505216-6505522', '1-6505700-6506983', '1-6508805-6509260', '1-6512135-6512560', '1-6512764-6513085', '1-6513689-6514119']"
si:ch211-93g23.2,"['1-6622682-6623520', '1-6623561-6623936', '1-6624564-6625574', '1-6626007-6626271', '1-6627461-6627908', '1-6628281-6628585', '1-6629026-6629225', '1-6629556-6629789', '1-6630009-6630899', '1-6631389-6631978', '1-6632814-6633090', '1-6634176-6634499', '1-6635379-6635763', '1-6637962-6638522', '1-6638726-6640605', '1-6641104-6641365', '1-6644418-6645232', '1-6646088-6647265', '1-6647860-6648206', '1-6648448-6649113', '1-6650155-6650534', '1-6652824-6653453', '1-6655375-6655856', '1-6656581-6656780', '1-6657461-6658294', '1-6658719-6659095']"
ube2f,"['1-6627461-6627908', '1-6628281-6628585', '1-6629026-6629225', '1-6629556-6629789', '1-6630009-6630899', '1-6631389-6631978', '1-6632814-6633090', '1-6634176-6634499', '1-6635379-6635763', '1-6637962-6638522', '1-6638726-6640605', '1-6641104-6641365', '1-6644418-6645232', '1-6646088-6647265', '1-6647860-6648206', '1-6648448-6649113', '1-6650155-6650534', '1-6652824-6653453', '1-6655375-6655856', '1-6656581-6656780', '1-6657461-6658294', '1-6658719-6659095', '1-6660678-6660877', '1-6662672-6663450', '1-6663660-6665122']"
erbb4a,"['1-6647860-6648206', '1-6648448-6649113', '1-6650155-6650534', '1-6652824-6653453', '1-6655375-6655856', '1-6656581-6656780', '1-6657461-6658294', '1-6658719-6659095', '1-6660678-6660877', '1-6662672-6663450', '1-6663660-6665122', '1-6666094-6668178', '1-6670537-6671404', '1-6673513-6674208', '1-6676066-6676569', '1-6676902-6677108', '1-6678379-6678834', '1-6680574-6681476', '1-6681679-6682324', '1-6684038-6684242', '1-6685595-6686236']"
lancl1,"['1-7498766-7499315', '1-7503074-7504511', '1-7504783-7505185', '1-7505719-7506379', '1-7506625-7507584', '1-7510544-7510889', '1-7512877-7513114', '1-7517134-7518613', '1-7520185-7520635', '1-7522290-7523510', '1-7523732-7524048', '1-7526359-7526885', '1-7527399-7527825', '1-7528052-7528641', '1-7528963-7529415', '1-7529555-7530345', '1-7535145-7535544']"
mylz3,"['1-7526359-7526885', '1-7527399-7527825', '1-7528052-7528641', '1-7528963-7529415', '1-7529555-7530345', '1-7535145-7535544', '1-7537477-7537997', '1-7538535-7538995', '1-7540792-7541319', '1-7542010-7542778', '1-7545109-7545331', '1-7545884-7546493', '1-7548680-7549188', '1-7550380-7550900', '1-7551495-7551740', '1-7553555-7554352', '1-7554776-7555625', '1-7556398-7557650', '1-7562494-7563460']"
pcnp,"['1-7537477-7537997', '1-7538535-7538995', '1-7540792-7541319', '1-7542010-7542778', '1-7545109-7545331', '1-7545884-7546493', '1-7548680-7549188', '1-7550380-7550900', '1-7551495-7551740', '1-7553555-7554352', '1-7554776-7555625', '1-7556398-7557650', '1-7562494-7563460', '1-7566805-7567621', '1-7568191-7568689', '1-7569258-7571272', '1-7574241-7575352', '1-7575398-7576360']"
mxa,"['1-7550380-7550900', '1-7551495-7551740', '1-7553555-7554352', '1-7554776-7555625', '1-7556398-7557650', '1-7562494-7563460', '1-7566805-7567621', '1-7568191-7568689', '1-7569258-7571272', '1-7574241-7575352', '1-7575398-7576360', '1-7577938-7578829', '1-7580685-7581419', '1-7581643-7582126', '1-7582567-7582892', '1-7583356-7584051', '1-7584195-7584561', '1-7584803-7585200', '1-7587002-7587201', '1-7587757-7589219']"
mxb,"['1-7584195-7584561', '1-7584803-7585200', '1-7587002-7587201', '1-7587757-7589219', '1-7590657-7590926', '1-7592320-7592651', '1-7594823-7595908', '1-7597665-7598550', '1-7599001-7599941', '1-7600334-7600914', '1-7601274-7602113', '1-7603239-7604102', '1-7605575-7606653', '1-7607396-7607663', '1-7607846-7608105', '1-7608135-7608699', '1-7609687-7610674', '1-7610998-7611202', '1-7613196-7614027', '1-7616515-7617186', '1-7617566-7618591', '1-7619089-7619873', '1-7620983-7621568']"
efnb2b,"['1-7642932-7643175', '1-7644597-7645361', '1-7646027-7646799', '1-7647105-7648091', '1-7648895-7649617', '1-7649795-7650241', '1-7651715-7652544', '1-7653387-7654806', '1-7656971-7657402', '1-7659191-7660238', '1-7662646-7662886', '1-7665735-7666035', '1-7667173-7667727', '1-7670269-7670541', '1-7672442-7673556', '1-7673928-7674972', '1-7675645-7676126', '1-7677448-7677910']"
arglu1b,"['1-7653387-7654806', '1-7656971-7657402', '1-7659191-7660238', '1-7662646-7662886', '1-7665735-7666035', '1-7667173-7667727', '1-7670269-7670541', '1-7672442-7673556', '1-7673928-7674972', '1-7675645-7676126', '1-7677448-7677910', '1-7678932-7680184', '1-7682041-7682917', '1-7683935-7684786', '1-7687103-7688327', '1-7689129-7689823', '1-7690655-7691462', '1-7692693-7693109']"
en1b,"['1-7662646-7662886', '1-7665735-7666035', '1-7667173-7667727', '1-7670269-7670541', '1-7672442-7673556', '1-7673928-7674972', '1-7675645-7676126', '1-7677448-7677910', '1-7678932-7680184', '1-7682041-7682917', '1-7683935-7684786', '1-7687103-7688327', '1-7689129-7689823', '1-7690655-7691462', '1-7692693-7693109', '1-7696068-7696637', '1-7696812-7697486', '1-7698116-7698786']"
radil,"['1-7874432-7875472', '1-7875968-7876178', '1-7877529-7878161', '1-7879730-7880541', '1-7882152-7882807', '1-7885404-7886081', '1-7886954-7887156', '1-7887992-7888191', '1-7888732-7889631', '1-7892123-7892839', '1-7893102-7894415', '1-7897768-7898698', '1-7899373-7899572', '1-7899822-7900535', '1-7902163-7902470', '1-7902553-7903045', '1-7903461-7903733', '1-7904418-7905467']"
si:dkeyp-9d4.3,"['1-8083111-8083730', '1-8084863-8085123', '1-8086095-8086659', '1-8088171-8088385', '1-8088831-8089185', '1-8089883-8090939', '1-8091896-8092095', '1-8093271-8093607', '1-8096321-8097502', '1-8099688-8101748', '1-8104624-8105128', '1-8105932-8106212', '1-8109094-8109560', '1-8109700-8110613', '1-8113255-8113722', '1-8114919-8115184', '1-8115810-8116182', '1-8116449-8117086', '1-8117209-8118289', '1-8119380-8119588']"
grapb,"['1-8174379-8174803', '1-8176937-8177173', '1-8177231-8177735', '1-8180043-8180350', '1-8181278-8181843', '1-8181963-8183779', '1-8187572-8188843', '1-8191213-8191702', '1-8191867-8192515', '1-8194576-8195441', '1-8195930-8196862', '1-8197071-8197906', '1-8199329-8199707', '1-8201572-8202288', '1-8202468-8202873', '1-8206553-8206864', '1-8207168-8207652', '1-8208788-8210228', '1-8211883-8212314']"
cacna1hb,"['1-8286691-8286972', '1-8287225-8287712', '1-8288326-8288960', '1-8290034-8290291', '1-8290916-8291542', '1-8293035-8293463', '1-8295295-8296079', '1-8296406-8296965', '1-8298580-8298974', '1-8299974-8300332', '1-8301975-8302857', '1-8304611-8305106', '1-8306476-8307165', '1-8308547-8309207', '1-8309618-8310366', '1-8312168-8312886', '1-8313511-8314188', '1-8314668-8315020', '1-8317311-8318050', '1-8319522-8320151', '1-8323629-8324082']"
syngr3b,"['1-8409160-8409363', '1-8410239-8410904', '1-8411062-8411261', '1-8413555-8414263', '1-8415982-8416340', '1-8418441-8420112', '1-8422227-8422543', '1-8422779-8423333', '1-8426336-8426722', '1-8428048-8428929', '1-8432081-8432390', '1-8433745-8434444', '1-8436912-8437756', '1-8438280-8438593', '1-8439082-8439347', '1-8440673-8440946', '1-8445514-8446037', '1-8447431-8447981']"
myo15ab,"['1-8415982-8416340', '1-8418441-8420112', '1-8422227-8422543', '1-8422779-8423333', '1-8426336-8426722', '1-8428048-8428929', '1-8432081-8432390', '1-8433745-8434444', '1-8436912-8437756', '1-8438280-8438593', '1-8439082-8439347', '1-8440673-8440946', '1-8445514-8446037', '1-8447431-8447981', '1-8449009-8449352', '1-8450263-8451146', '1-8451417-8451677', '1-8452332-8452612', '1-8453113-8453312']"
alkbh5,"['1-8488778-8489269', '1-8490977-8491621', '1-8493188-8493592', '1-8494294-8494904', '1-8495085-8495332', '1-8497404-8498471', '1-8498858-8499245', '1-8499701-8500545', '1-8501025-8501336', '1-8502647-8503431', '1-8504898-8505706', '1-8508302-8509877', '1-8510122-8510947', '1-8511475-8512413', '1-8515751-8516835', '1-8517733-8518193', '1-8518808-8519490', '1-8520980-8522311', '1-8523758-8524499', '1-8525089-8525335', '1-8526879-8527305']"
mief2,"['1-8502647-8503431', '1-8504898-8505706', '1-8508302-8509877', '1-8510122-8510947', '1-8511475-8512413', '1-8515751-8516835', '1-8517733-8518193', '1-8518808-8519490', '1-8520980-8522311', '1-8523758-8524499', '1-8525089-8525335', '1-8526879-8527305', '1-8527941-8528793', '1-8529723-8530415', '1-8531235-8531633', '1-8533522-8534605', '1-8534909-8535461', '1-8535888-8537423', '1-8539175-8539559']"
