gene_id,chr,start,end,strand,TSS,TSS_10kb_start,TSS_10kb_end,TSS_20kb_start,TSS_20kb_end,TSS_50kb_start,TSS_50kb_end,TSS_100kb_start,TSS_100kb_end,chr_number,chr_coord_10kb,chr_coord_20kb,chr_coord_50kb,chr_coord_100kb
pgap6,NC_007112.7,9916376,9940982,-,9940982,9930982,9950982,9920982,9960982,9890982,9990982,9840982,10040982,1,1-9930982-9950982,1-9920982-9960982,1-9890982-9990982,1-9840982-10040982
pdia2,NC_007112.7,9954485,9964765,+,9954485,9944485,9964485,9934485,9974485,9904485,10004485,9854485,10054485,1,1-9944485-9964485,1-9934485-9974485,1-9904485-10004485,1-9854485-10054485
si:dkeyp-75b4.8,NC_007112.7,9966128,9982999,+,9966128,9956128,9976128,9946128,9986128,9916128,10016128,9866128,10066128,1,1-9956128-9976128,1-9946128-9986128,1-9916128-10016128,1-9866128-10066128
trim2b,NC_007112.7,10003423,10033289,+,10003423,9993423,10013423,9983423,10023423,9953423,10053423,9903423,10103423,1,1-9993423-10013423,1-9983423-10023423,1-9953423-10053423,1-9903423-10103423
rnf175,NC_007112.7,10037444,10048514,-,10048514,10038514,10058514,10028514,10068514,9998514,10098514,9948514,10148514,1,1-10038514-10058514,1-10028514-10068514,1-9998514-10098514,1-9948514-10148514
fgb,NC_007112.7,10051806,10059430,+,10051806,10041806,10061806,10031806,10071806,10001806,10101806,9951806,10151806,1,1-10041806-10061806,1-10031806-10071806,1-10001806-10101806,1-9951806-10151806
fga,NC_007112.7,10066100,10071522,-,10071522,10061522,10081522,10051522,10091522,10021522,10121522,9971522,10171522,1,1-10061522-10081522,1-10051522-10091522,1-10021522-10121522,1-9971522-10171522
lratb.1,NC_007112.7,10074581,10101254,+,10074581,10064581,10084581,10054581,10094581,10024581,10124581,9974581,10174581,1,1-10064581-10084581,1-10054581-10094581,1-10024581-10124581,1-9974581-10174581
lratb.2,NC_007112.7,10118455,10123897,+,10118455,10108455,10128455,10098455,10138455,10068455,10168455,10018455,10218455,1,1-10108455-10128455,1-10098455-10138455,1-10068455-10168455,1-10018455-10218455
rbm46,NC_007112.7,10127209,10137452,+,10127209,10117209,10137209,10107209,10147209,10077209,10177209,10027209,10227209,1,1-10117209-10137209,1-10107209-10147209,1-10077209-10177209,1-10027209-10227209
npy2rl,NC_007112.7,10221568,10236768,+,10221568,10211568,10231568,10201568,10241568,10171568,10271568,10121568,10321568,1,1-10211568-10231568,1-10201568-10241568,1-10171568-10271568,1-10121568-10321568
eif3f,NC_007112.7,10297027,10304044,+,10297027,10287027,10307027,10277027,10317027,10247027,10347027,10197027,10397027,1,1-10287027-10307027,1-10277027-10317027,1-10247027-10347027,1-10197027-10397027
zgc:77880,NC_007112.7,10305652,10315206,+,10305652,10295652,10315652,10285652,10325652,10255652,10355652,10205652,10405652,1,1-10295652-10315652,1-10285652-10325652,1-10255652-10355652,1-10205652-10405652
pip4p1b,NC_007112.7,10318089,10325025,+,10318089,10308089,10328089,10298089,10338089,10268089,10368089,10218089,10418089,1,1-10308089-10328089,1-10298089-10338089,1-10268089-10368089,1-10218089-10418089
dachb,NC_007112.7,10378706,10448630,+,10378706,10368706,10388706,10358706,10398706,10328706,10428706,10278706,10478706,1,1-10368706-10388706,1-10358706-10398706,1-10328706-10428706,1-10278706-10478706
cnpy3,NC_007112.7,10462692,10473588,-,10473588,10463588,10483588,10453588,10493588,10423588,10523588,10373588,10573588,1,1-10463588-10483588,1-10453588-10493588,1-10423588-10523588,1-10373588-10573588
trpc5a,NC_007112.7,10485905,10620345,-,10620345,10610345,10630345,10600345,10640345,10570345,10670345,10520345,10720345,1,1-10610345-10630345,1-10600345-10640345,1-10570345-10670345,1-10520345-10720345
zgc:174945,NC_007112.7,10637479,10640624,-,10640624,10630624,10650624,10620624,10660624,10590624,10690624,10540624,10740624,1,1-10630624-10650624,1-10620624-10660624,1-10590624-10690624,1-10540624-10740624
si:dkey-31e10.1,NC_007112.7,10642511,10647436,-,10647436,10637436,10657436,10627436,10667436,10597436,10697436,10547436,10747436,1,1-10637436-10657436,1-10627436-10667436,1-10597436-10697436,1-10547436-10747436
si:dkey-31e10.5,NC_007112.7,10666523,10669659,-,10669659,10659659,10679659,10649659,10689659,10619659,10719659,10569659,10769659,1,1-10659659-10679659,1-10649659-10689659,1-10619659-10719659,1-10569659-10769659
atp1b1b,NC_007112.7,10720218,10739209,+,10720218,10710218,10730218,10700218,10740218,10670218,10770218,10620218,10820218,1,1-10710218-10730218,1-10700218-10740218,1-10670218-10770218,1-10620218-10820218
crfb15,NC_007112.7,10808253,10822159,-,10822159,10812159,10832159,10802159,10842159,10772159,10872159,10722159,10922159,1,1-10812159-10832159,1-10802159-10842159,1-10772159-10872159,1-10722159-10922159
dmd,NC_007112.7,10824351,11075405,-,11075405,11065405,11085405,11055405,11095405,11025405,11125405,10975405,11175405,1,1-11065405-11085405,1-11055405-11095405,1-11025405-11125405,1-10975405-11175405
knl1,NC_007112.7,11086957,11107403,-,11107403,11097403,11117403,11087403,11127403,11057403,11157403,11007403,11207403,1,1-11097403-11117403,1-11087403-11127403,1-11057403-11157403,1-11007403-11207403
knstrn,NC_007112.7,11107743,11117501,+,11107743,11097743,11117743,11087743,11127743,11057743,11157743,11007743,11207743,1,1-11097743-11117743,1-11087743-11127743,1-11057743-11157743,1-11007743-11207743
sdk1b,NC_007112.7,11120976,11509094,-,11509094,11499094,11519094,11489094,11529094,11459094,11559094,11409094,11609094,1,1-11499094-11519094,1-11489094-11529094,1-11459094-11559094,1-11409094-11609094
brat1,NC_007112.7,11670879,11689534,-,11689534,11679534,11699534,11669534,11709534,11639534,11739534,11589534,11789534,1,1-11679534-11699534,1-11669534-11709534,1-11639534-11739534,1-11589534-11789534
eif3bb,NC_007112.7,11690158,11711003,+,11690158,11680158,11700158,11670158,11710158,11640158,11740158,11590158,11790158,1,1-11680158-11700158,1-11670158-11710158,1-11640158-11740158,1-11590158-11790158
si:dkey-26i13.8,NC_007112.7,11711226,11734735,+,11711226,11701226,11721226,11691226,11731226,11661226,11761226,11611226,11811226,1,1-11701226-11721226,1-11691226-11731226,1-11661226-11761226,1-11611226-11811226
chst12b.1,NC_007112.7,11734881,11739005,+,11734881,11724881,11744881,11714881,11754881,11684881,11784881,11634881,11834881,1,1-11724881-11744881,1-11714881-11754881,1-11684881-11784881,1-11634881-11834881
ttyh3b,NC_007112.7,11781544,11850368,-,11850368,11840368,11860368,11830368,11870368,11800368,11900368,11750368,11950368,1,1-11840368-11860368,1-11830368-11870368,1-11800368-11900368,1-11750368-11950368
iqce,NC_007112.7,11854710,11878845,-,11878845,11868845,11888845,11858845,11898845,11828845,11928845,11778845,11978845,1,1-11868845-11888845,1-11858845-11898845,1-11828845-11928845,1-11778845-11978845
snx8b,NC_007112.7,11881559,11899733,+,11881559,11871559,11891559,11861559,11901559,11831559,11931559,11781559,11981559,1,1-11871559-11891559,1-11861559-11901559,1-11831559-11931559,1-11781559-11981559
grk4,NC_007112.7,11902579,11973377,-,11973377,11963377,11983377,11953377,11993377,11923377,12023377,11873377,12073377,1,1-11963377-11983377,1-11953377-11993377,1-11923377-12023377,1-11873377-12073377
tspan5b,NC_007112.7,11977426,11994710,+,11977426,11967426,11987426,11957426,11997426,11927426,12027426,11877426,12077426,1,1-11967426-11987426,1-11957426-11997426,1-11927426-12027426,1-11877426-12077426
slc24a2,NC_007112.7,12009651,12041477,+,12009651,11999651,12019651,11989651,12029651,11959651,12059651,11909651,12109651,1,1-11999651-12019651,1-11989651-12029651,1-11959651-12059651,1-11909651-12109651
saraf,NC_007112.7,12049255,12058626,+,12049255,12039255,12059255,12029255,12069255,11999255,12099255,11949255,12149255,1,1-12039255-12059255,1-12029255-12069255,1-11999255-12099255,1-11949255-12149255
pla2g12a,NC_007112.7,12061284,12064763,-,12064763,12054763,12074763,12044763,12084763,12014763,12114763,11964763,12164763,1,1-12054763-12074763,1-12044763-12084763,1-12014763-12114763,1-11964763-12164763
xpa,NC_007112.7,12068753,12097812,+,12068753,12058753,12078753,12048753,12088753,12018753,12118753,11968753,12168753,1,1-12058753-12078753,1-12048753-12088753,1-12018753-12118753,1-11968753-12168753
mttp,NC_007112.7,12107680,12126648,-,12126648,12116648,12136648,12106648,12146648,12076648,12176648,12026648,12226648,1,1-12116648-12136648,1-12106648-12146648,1-12076648-12176648,1-12026648-12226648
spink4,NC_007112.7,12135054,12138616,+,12135054,12125054,12145054,12115054,12155054,12085054,12185054,12035054,12235054,1,1-12125054-12145054,1-12115054-12155054,1-12085054-12185054,1-12035054-12235054
b4galt1,NC_007112.7,12141467,12161147,-,12161147,12151147,12171147,12141147,12181147,12111147,12211147,12061147,12261147,1,1-12151147-12171147,1-12141147-12181147,1-12111147-12211147,1-12061147-12261147
stra6l,NC_007112.7,12172309,12191111,+,12172309,12162309,12182309,12152309,12192309,12122309,12222309,12072309,12272309,1,1-12162309-12182309,1-12152309-12192309,1-12122309-12222309,1-12072309-12272309
tdrd7a,NC_007112.7,12195730,12228117,+,12195730,12185730,12205730,12175730,12215730,12145730,12245730,12095730,12295730,1,1-12185730-12205730,1-12175730-12215730,1-12145730-12245730,1-12095730-12295730
tmod1,NC_007112.7,12228266,12258668,+,12228266,12218266,12238266,12208266,12248266,12178266,12278266,12128266,12328266,1,1-12218266-12238266,1-12208266-12248266,1-12178266-12278266,1-12128266-12328266
gne,NC_007112.7,12295168,12334540,+,12295168,12285168,12305168,12275168,12315168,12245168,12345168,12195168,12395168,1,1-12285168-12305168,1-12275168-12315168,1-12245168-12345168,1-12195168-12395168
nansa,NC_007112.7,12335864,12344788,+,12335864,12325864,12345864,12315864,12355864,12285864,12385864,12235864,12435864,1,1-12325864-12345864,1-12315864-12355864,1-12285864-12385864,1-12235864-12435864
clta,NC_007112.7,12348242,12361930,+,12348242,12338242,12358242,12328242,12368242,12298242,12398242,12248242,12448242,1,1-12338242-12358242,1-12328242-12368242,1-12298242-12398242,1-12248242-12448242
sclt1,NC_007112.7,12364455,12394101,-,12394101,12384101,12404101,12374101,12414101,12344101,12444101,12294101,12494101,1,1-12384101-12404101,1-12374101-12414101,1-12344101-12444101,1-12294101-12494101
pcdh10a,NC_007112.7,12763436,12797552,+,12763436,12753436,12773436,12743436,12783436,12713436,12813436,12663436,12863436,1,1-12753436-12773436,1-12743436-12783436,1-12713436-12813436,1-12663436-12863436
pcdh18a,NC_007112.7,13261116,13271100,-,13271100,13261100,13281100,13251100,13291100,13221100,13321100,13171100,13371100,1,1-13261100-13281100,1-13251100-13291100,1-13221100-13321100,1-13171100-13371100
noctb,NC_007112.7,13930753,13953738,+,13930753,13920753,13940753,13910753,13950753,13880753,13980753,13830753,14030753,1,1-13920753-13940753,1-13910753-13950753,1-13880753-13980753,1-13830753-14030753
elf2b,NC_007112.7,13957218,13989312,-,13989312,13979312,13999312,13969312,14009312,13939312,14039312,13889312,14089312,1,1-13979312-13999312,1-13969312-14009312,1-13939312-14039312,1-13889312-14089312
hpf1,NC_007112.7,14020445,14026781,+,14020445,14010445,14030445,14000445,14040445,13970445,14070445,13920445,14120445,1,1-14010445-14030445,1-14000445-14040445,1-13970445-14070445,1-13920445-14120445
ank2a,NC_007112.7,14029178,14160253,+,14029178,14019178,14039178,14009178,14049178,13979178,14079178,13929178,14129178,1,1-14019178-14039178,1-14009178-14049178,1-13979178-14079178,1-13929178-14129178
camk2d2,NC_007112.7,14163456,14234078,-,14234078,14224078,14244078,14214078,14254078,14184078,14284078,14134078,14334078,1,1-14224078-14244078,1-14214078-14254078,1-14184078-14284078,1-14134078-14334078
cxcl8a,NC_007112.7,14253168,14254126,+,14253168,14243168,14263168,14233168,14273168,14203168,14303168,14153168,14353168,1,1-14243168-14263168,1-14233168-14273168,1-14203168-14303168,1-14153168-14353168
pde5aa,NC_007112.7,14256729,14276990,-,14276990,14266990,14286990,14256990,14296990,14226990,14326990,14176990,14376990,1,1-14266990-14286990,1-14256990-14296990,1-14226990-14326990,1-14176990-14376990
ppp2r2ca,NC_007112.7,14283692,14309997,+,14283692,14273692,14293692,14263692,14303692,14233692,14333692,14183692,14383692,1,1-14273692-14293692,1-14263692-14303692,1-14233692-14333692,1-14183692-14383692
wfs1a,NC_007112.7,14313636,14339636,-,14339636,14329636,14349636,14319636,14359636,14289636,14389636,14239636,14439636,1,1-14329636-14349636,1-14319636-14359636,1-14289636-14389636,1-14239636-14439636
crmp1,NC_007112.7,14343336,14367133,+,14343336,14333336,14353336,14323336,14363336,14293336,14393336,14243336,14443336,1,1-14333336-14353336,1-14323336-14363336,1-14293336-14393336,1-14243336-14443336
fip1l1b,NC_007112.7,14382819,14403687,+,14382819,14372819,14392819,14362819,14402819,14332819,14432819,14282819,14482819,1,1-14372819-14392819,1-14362819-14402819,1-14332819-14432819,1-14282819-14482819
chic2,NC_007112.7,14406082,14416437,+,14406082,14396082,14416082,14386082,14426082,14356082,14456082,14306082,14506082,1,1-14396082-14416082,1-14386082-14426082,1-14356082-14456082,1-14306082-14506082
slc34a2a,NC_007112.7,14432438,14442899,+,14432438,14422438,14442438,14412438,14452438,14382438,14482438,14332438,14532438,1,1-14422438-14442438,1-14412438-14452438,1-14382438-14482438,1-14332438-14532438
rbpja,NC_007112.7,14454663,14464020,+,14454663,14444663,14464663,14434663,14474663,14404663,14504663,14354663,14554663,1,1-14444663-14464663,1-14434663-14474663,1-14404663-14504663,1-14354663-14554663
stim2a,NC_007112.7,14466295,14484683,+,14466295,14456295,14476295,14446295,14486295,14416295,14516295,14366295,14566295,1,1-14456295-14476295,1-14446295-14486295,1-14416295-14516295,1-14366295-14566295
si:dkey-194g4.1,NC_007112.7,14499677,14507409,-,14507409,14497409,14517409,14487409,14527409,14457409,14557409,14407409,14607409,1,1-14497409-14517409,1-14487409-14527409,1-14457409-14557409,1-14407409-14607409
pcdh7a,NC_007112.7,15138050,15203218,+,15138050,15128050,15148050,15118050,15158050,15088050,15188050,15038050,15238050,1,1-15128050-15148050,1-15118050-15158050,1-15088050-15188050,1-15038050-15238050
itln1,NC_007112.7,15216573,15223553,+,15216573,15206573,15226573,15196573,15236573,15166573,15266573,15116573,15316573,1,1-15206573-15226573,1-15196573-15236573,1-15166573-15266573,1-15116573-15316573
hgsnat,NC_007112.7,15226380,15254225,+,15226380,15216380,15236380,15206380,15246380,15176380,15276380,15126380,15326380,1,1-15216380-15236380,1-15206380-15246380,1-15176380-15276380,1-15126380-15326380
pi4k2b,NC_007112.7,15258727,15285224,+,15258727,15248727,15268727,15238727,15278727,15208727,15308727,15158727,15358727,1,1-15248727-15268727,1-15238727-15278727,1-15208727-15308727,1-15158727-15358727
dlc1,NC_007112.7,15291025,15535544,-,15535544,15525544,15545544,15515544,15555544,15485544,15585544,15435544,15635544,1,1-15525544-15545544,1-15515544-15555544,1-15485544-15585544,1-15435544-15635544
tusc3,NC_007112.7,16073887,16220235,+,16073887,16063887,16083887,16053887,16093887,16023887,16123887,15973887,16173887,1,1-16063887-16083887,1-16053887-16093887,1-16023887-16123887,1-15973887-16173887
fgf20a,NC_007112.7,16392410,16394473,-,16394473,16384473,16404473,16374473,16414473,16344473,16444473,16294473,16494473,1,1-16384473-16404473,1-16374473-16414473,1-16344473-16444473,1-16294473-16494473
micu3a,NC_007112.7,16397061,16456774,+,16397061,16387061,16407061,16377061,16417061,16347061,16447061,16297061,16497061,1,1-16387061-16407061,1-16377061-16417061,1-16347061-16447061,1-16297061-16497061
vps37a,NC_007112.7,16463079,16480213,+,16463079,16453079,16473079,16443079,16483079,16413079,16513079,16363079,16563079,1,1-16453079-16473079,1-16443079-16483079,1-16413079-16513079,1-16363079-16563079
mtmr7b,NC_007112.7,16484210,16507784,-,16507784,16497784,16517784,16487784,16527784,16457784,16557784,16407784,16607784,1,1-16497784-16517784,1-16487784-16527784,1-16457784-16557784,1-16407784-16607784
mtus1b,NC_007112.7,16520023,16617739,+,16520023,16510023,16530023,16500023,16540023,16470023,16570023,16420023,16620023,1,1-16510023-16530023,1-16500023-16540023,1-16470023-16570023,1-16420023-16620023
pcm1,NC_007112.7,16621322,16654161,+,16621322,16611322,16631322,16601322,16641322,16571322,16671322,16521322,16721322,1,1-16611322-16631322,1-16601322-16641322,1-16571322-16671322,1-16521322-16721322
asah1b,NC_007112.7,16654254,16664965,-,16664965,16654965,16674965,16644965,16684965,16614965,16714965,16564965,16764965,1,1-16654965-16674965,1-16644965-16684965,1-16614965-16714965,1-16564965-16764965
frg1,NC_007112.7,16675055,16688965,-,16688965,16678965,16698965,16668965,16708965,16638965,16738965,16588965,16788965,1,1-16678965-16698965,1-16668965-16708965,1-16638965-16738965,1-16588965-16788965
fat1a,NC_007112.7,17374777,17524927,+,17374777,17364777,17384777,17354777,17394777,17324777,17424777,17274777,17474777,1,1-17364777-17384777,1-17354777-17394777,1-17324777-17424777,1-17274777-17474777
casp3a,NC_007112.7,17527378,17536307,+,17527378,17517378,17537378,17507378,17547378,17477378,17577378,17427378,17627378,1,1-17517378-17537378,1-17507378-17547378,1-17477378-17577378,1-17427378-17627378
acsl1a,NC_007112.7,17537322,17587554,-,17587554,17577554,17597554,17567554,17607554,17537554,17637554,17487554,17687554,1,1-17577554-17597554,1-17567554-17607554,1-17537554-17637554,1-17487554-17687554
helt,NC_007112.7,17593392,17595045,+,17593392,17583392,17603392,17573392,17613392,17543392,17643392,17493392,17693392,1,1-17583392-17603392,1-17573392-17613392,1-17543392-17643392,1-17493392-17693392
slc25a4,NC_007112.7,17676762,17679087,+,17676762,17666762,17686762,17656762,17696762,17626762,17726762,17576762,17776762,1,1-17666762-17686762,1-17656762-17696762,1-17626762-17726762,1-17576762-17776762
cfap97,NC_007112.7,17681038,17693259,-,17693259,17683259,17703259,17673259,17713259,17643259,17743259,17593259,17793259,1,1-17683259-17703259,1-17673259-17713259,1-17643259-17743259,1-17593259-17793259
ankrd37,NC_007112.7,17695426,17698773,+,17695426,17685426,17705426,17675426,17715426,17645426,17745426,17595426,17795426,1,1-17685426-17705426,1-17675426-17715426,1-17645426-17745426,1-17595426-17795426
ufsp2,NC_007112.7,17699471,17711673,-,17711673,17701673,17721673,17691673,17731673,17661673,17761673,17611673,17811673,1,1-17701673-17721673,1-17691673-17731673,1-17661673-17761673,1-17611673-17811673
si:dkey-256e7.8,NC_007112.7,17712535,17716224,-,17716224,17706224,17726224,17696224,17736224,17666224,17766224,17616224,17816224,1,1-17706224-17726224,1-17696224-17736224,1-17666224-17766224,1-17616224-17816224
pdlim3a,NC_007112.7,17721853,17747769,-,17747769,17737769,17757769,17727769,17767769,17697769,17797769,17647769,17847769,1,1-17737769-17757769,1-17727769-17767769,1-17697769-17797769,1-17647769-17847769
sorbs2a,NC_007112.7,17741652,17858576,-,17858576,17848576,17868576,17838576,17878576,17808576,17908576,17758576,17958576,1,1-17848576-17868576,1-17838576-17878576,1-17808576-17908576,1-17758576-17958576
tlr3,NC_007112.7,17892944,17898227,+,17892944,17882944,17902944,17872944,17912944,17842944,17942944,17792944,17992944,1,1-17882944-17902944,1-17872944-17912944,1-17842944-17942944,1-17792944-17992944
mtnr1aa,NC_007112.7,18251338,18336878,-,18336878,18326878,18346878,18316878,18356878,18286878,18386878,18236878,18436878,1,1-18326878-18346878,1-18316878-18356878,1-18286878-18386878,1-18236878-18436878
klhl5,NC_007112.7,18355811,18543794,-,18543794,18533794,18553794,18523794,18563794,18493794,18593794,18443794,18643794,1,1-18533794-18553794,1-18523794-18563794,1-18493794-18593794,1-18443794-18643794
si:dkey-192k22.2,NC_007112.7,18550677,18573533,+,18550677,18540677,18560677,18530677,18570677,18500677,18600677,18450677,18650677,1,1-18540677-18560677,1-18530677-18570677,1-18500677-18600677,1-18450677-18650677
fam114a1,NC_007112.7,18575166,18591952,-,18591952,18581952,18601952,18571952,18611952,18541952,18641952,18491952,18691952,1,1-18581952-18601952,1-18571952-18611952,1-18541952-18641952,1-18491952-18691952
klf3,NC_007112.7,18594146,18615063,-,18615063,18605063,18625063,18595063,18635063,18565063,18665063,18515063,18715063,1,1-18605063-18625063,1-18595063-18635063,1-18565063-18665063,1-18515063-18715063
tbc1d1,NC_007112.7,18645345,18777220,-,18777220,18767220,18787220,18757220,18797220,18727220,18827220,18677220,18877220,1,1-18767220-18787220,1-18757220-18797220,1-18727220-18827220,1-18677220-18877220
